FactKey,BusinessKey,DateKey,KPIKey,Value,Target,DataQualityFlag,Source_Note
1369,5,20250401,49,85.05,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1370,5,20250401,50,87.7,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1371,5,20250401,51,90.36,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1372,5,20250401,52,93.02,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1373,5,20250401,53,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1374,5,20250401,54,98.34,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1375,5,20250401,55,6,5,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1376,6,20250401,1,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1377,6,20250401,2,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1378,6,20250401,3,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1379,6,20250401,4,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1380,6,20250401,5,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1381,6,20250401,6,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1382,6,20250401,7,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1383,6,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1384,6,20250401,9,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1385,6,20250401,10,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1386,6,20250401,11,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1387,6,20250401,12,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1388,6,20250401,13,53,45,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1389,6,20250401,14,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1390,6,20250401,15,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1391,6,20250401,16,0.0725,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1392,6,20250401,17,0.1583,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1393,6,20250401,18,0.3193,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1394,6,20250401,19,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1395,6,20250401,20,6.95,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1396,6,20250401,21,0.9869,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1397,6,20250401,22,8.1,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1398,6,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1399,6,20250401,24,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1400,6,20250401,25,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1401,6,20250401,26,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1402,6,20250401,27,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1403,6,20250401,28,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1404,6,20250401,29,6.32,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1405,6,20250401,30,4526660,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1406,6,20250401,31,4947920,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1407,6,20250401,32,1169180,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1408,6,20250401,33,1590440,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1409,6,20250401,34,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1410,6,20250401,35,82.3,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1411,6,20250401,36,84.96,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1412,6,20250401,37,87.62,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1413,6,20250401,38,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1414,6,20250401,39,92.94,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1415,6,20250401,40,95.59,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1416,6,20250401,41,98.25,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1417,6,20250401,42,74.41,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1418,6,20250401,43,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1419,6,20250401,44,79.72,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1420,6,20250401,45,82.38,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1421,6,20250401,46,85.04,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1422,6,20250401,47,37,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1423,6,20250401,48,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1424,6,20250401,49,93.01,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1425,6,20250401,50,95.67,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1426,6,20250401,51,98.33,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1427,6,20250401,52,74.49,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1428,6,20250401,53,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1429,6,20250401,54,79.8,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1430,6,20250401,55,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1431,7,20250401,1,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1432,7,20250401,2,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1433,7,20250401,3,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1434,7,20250401,4,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1435,7,20250401,5,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1436,7,20250401,6,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1437,7,20250401,7,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1438,7,20250401,8,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1439,7,20250401,9,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1440,7,20250401,10,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1441,7,20250401,11,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1442,7,20250401,12,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1443,7,20250401,13,107,91,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1444,7,20250401,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1445,7,20250401,15,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1446,7,20250401,16,0.1176,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1447,7,20250401,17,0.2245,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1448,7,20250401,18,0.4245,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1449,7,20250401,19,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1450,7,20250401,20,2.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1451,7,20250401,21,0.3925,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1452,7,20250401,22,36.6,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1453,7,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1454,7,20250401,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1455,7,20250401,25,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1456,7,20250401,26,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1457,7,20250401,27,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1458,7,20250401,28,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1459,7,20250401,29,1.77,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1460,7,20250401,30,1589600,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1461,7,20250401,31,2010860,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1462,7,20250401,32,2432120,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1463,7,20250401,33,2853380,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1464,7,20250401,34,37,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1465,7,20250401,35,90.27,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1466,7,20250401,36,92.93,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1467,7,20250401,37,95.59,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1468,7,20250401,38,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1469,7,20250401,39,74.4,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1470,7,20250401,40,77.06,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1471,7,20250401,41,79.72,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1472,7,20250401,42,82.38,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1473,7,20250401,43,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1474,7,20250401,44,87.69,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1475,7,20250401,45,90.35,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1476,7,20250401,46,93.01,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1477,7,20250401,47,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1478,7,20250401,48,62,53,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1479,7,20250401,49,74.48,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1480,7,20250401,50,77.14,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1481,7,20250401,51,79.8,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1482,7,20250401,52,82.46,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1483,7,20250401,53,31,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1484,7,20250401,54,87.77,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1485,7,20250401,55,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1486,8,20250401,1,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1487,8,20250401,2,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1488,8,20250401,3,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1489,8,20250401,4,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1490,8,20250401,5,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1491,8,20250401,6,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1492,8,20250401,7,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1493,8,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1494,8,20250401,9,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1495,8,20250401,10,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1496,8,20250401,11,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1497,8,20250401,12,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1498,8,20250401,13,161,137,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1499,8,20250401,14,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1500,8,20250401,15,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1501,8,20250401,16,0.0127,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1502,8,20250401,17,0.0707,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1503,8,20250401,18,0.1798,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1504,8,20250401,19,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1505,8,20250401,20,4.36,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1506,8,20250401,21,0.6481,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1507,8,20250401,22,65.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1508,8,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1509,8,20250401,24,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1510,8,20250401,25,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1511,8,20250401,26,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1512,8,20250401,27,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1513,8,20250401,28,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1514,8,20250401,29,3.72,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1515,8,20250401,30,2852540,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1516,8,20250401,31,3273800,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1517,8,20250401,32,3695060,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1518,8,20250401,33,4116320,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1519,8,20250401,34,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1520,8,20250401,35,98.24,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1521,8,20250401,36,74.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1522,8,20250401,37,77.06,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1523,8,20250401,38,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1524,8,20250401,39,82.37,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1525,8,20250401,40,85.03,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1526,8,20250401,41,87.69,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1527,8,20250401,42,90.35,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1528,8,20250401,43,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1529,8,20250401,44,95.66,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1530,8,20250401,45,98.32,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1531,8,20250401,46,74.48,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1532,8,20250401,47,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1533,8,20250401,48,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1534,8,20250401,49,82.45,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1535,8,20250401,50,85.11,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1536,8,20250401,51,87.77,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1537,8,20250401,52,90.43,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1538,8,20250401,53,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1539,8,20250401,54,95.74,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1540,8,20250401,55,62,53,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1541,9,20250401,1,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1542,9,20250401,2,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1543,9,20250401,3,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1544,9,20250401,4,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1545,9,20250401,5,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
